"/api/persons/\{idTypeScope\}/\{idTypeCode\}/\{code\}/relationships","get","GetPersonRelationships","[EXPERIMENTAL] Get Relationships for Person"
"/api/portfoliogroups/\{scope\}","get","ListPortfolioGroups","[EARLY ACCESS] List portfolio groups"
"/api/portfoliogroups/\{scope\}","post","CreatePortfolioGroup","[EARLY ACCESS] Create portfolio group"
"/api/portfoliogroups/\{scope\}/\{code\}","delete","DeletePortfolioGroup","[EARLY ACCESS] Delete portfolio group"
"/api/portfoliogroups/\{scope\}/\{code\}","get","GetPortfolioGroup","[EARLY ACCESS] Get portfolio group"
"/api/portfoliogroups/\{scope\}/\{code\}","put","UpdatePortfolioGroup","[EARLY ACCESS] Update portfolio group"
"/api/portfoliogroups/\{scope\}/\{code\}/commands","get","GetPortfolioGroupCommands","[EARLY ACCESS] Get portfolio group commands"
"/api/portfoliogroups/\{scope\}/\{code\}/expansion","get","GetPortfolioGroupExpansion","[EARLY ACCESS] Get portfolio group expansion"
"/api/portfoliogroups/\{scope\}/\{code\}/holdings","get","GetHoldingsForPortfolioGroup","[EARLY ACCESS] Get holdings for transaction portfolios in portfolio group"
"/api/portfoliogroups/\{scope\}/\{code\}/metadata","get","GetPortfolioGroupMetadata","[EXPERIMENTAL] Get Access Metadata rules for Portfolio Group"
"/api/portfoliogroups/\{scope\}/\{code\}/metadata/\{metadataKey\}","delete","DeleteKeyFromPortfolioGroupAccessMetadata","[EXPERIMENTAL] Delete a Portfolio Group Access Metadata entry"
"/api/portfoliogroups/\{scope\}/\{code\}/metadata/\{metadataKey\}","get","GetPortfolioGroupAccessMetadataByKey","[EXPERIMENTAL] Get an entry identified by a metadataKey in the Access Metadata of a Portfolio Group"
"/api/portfoliogroups/\{scope\}/\{code\}/metadata/\{metadataKey\}","put","UpsertPortfolioGroupAccessMetadata","[EXPERIMENTAL] Upsert a Portfolio Group Access Metadata entry associated with a specific metadataKey. This creates or updates the data in LUSID."
"/api/portfoliogroups/\{scope\}/\{code\}/portfolios","post","AddPortfolioToGroup","[EARLY ACCESS] Add portfolio to group"
"/api/portfoliogroups/\{scope\}/\{code\}/portfolios/\{portfolioScope\}/\{portfolioCode\}","delete","DeletePortfolioFromGroup","[EARLY ACCESS] Delete portfolio from group"
"/api/portfoliogroups/\{scope\}/\{code\}/properties","get","GetGroupProperties","[EARLY ACCESS] Get group properties"
"/api/portfoliogroups/\{scope\}/\{code\}/properties/$delete","post","DeleteGroupProperties","[EARLY ACCESS] Delete group properties"
"/api/portfoliogroups/\{scope\}/\{code\}/properties/$upsert","post","UpsertGroupProperties","[EARLY ACCESS] Upsert group properties"
"/api/portfoliogroups/\{scope\}/\{code\}/properties/time-series","get","GetPortfolioGroupPropertyTimeSeries","[EXPERIMENTAL] Get the time series of a portfolio group property"
"/api/portfoliogroups/\{scope\}/\{code\}/relations","get","GetPortfolioGroupRelations","[EXPERIMENTAL] Get Relations for Portfolio Group"
"/api/portfoliogroups/\{scope\}/\{code\}/relationships","get","GetPortfolioGroupRelationships","[EXPERIMENTAL] Get Relationships for Portfolio Group"
"/api/portfoliogroups/\{scope\}/\{code\}/subgroups","post","AddSubGroupToGroup","[EARLY ACCESS] Add sub group to group"
"/api/portfoliogroups/\{scope\}/\{code\}/subgroups/\{subgroupScope\}/\{subgroupCode\}","delete","DeleteSubGroupFromGroup","[EARLY ACCESS] Delete sub group from group"
"/api/portfoliogroups/\{scope\}/\{code\}/transactions","get","GetTransactionsForPortfolioGroup","[EARLY ACCESS] Get transactions for transaction portfolios in a portfolio group"
"/api/portfoliogroups/\{scope\}/\{code\}/transactions/$build","post","BuildTransactionsForPortfolioGroup","[EARLY ACCESS] Build transactions for transaction portfolios in a portfolio group"
"/api/portfolios","get","ListPortfolios","List portfolios"
"/api/portfolios/$reconcileInline","post","ReconcileInline","[BETA] Reconcile valuations performed on one or two sets of inline instruments using one or two configuration recipes."
"/api/portfolios/$reconcileValuation","post","ReconcileValuation","[BETA] Reconcile valuations performed on one or two sets of holdings using one or two configuration recipes."
"/api/portfolios/$reconcileholdings","post","ReconcileHoldings","[EARLY ACCESS] Reconcile portfolio holdings"
"/api/portfolios/preview/$reconcileholdings","post","ReconcileHoldingsPreview","[EXPERIMENTAL] Reconcile portfolio holdings with given tolerance"
"/api/portfolios/\{scope\}","get","ListPortfoliosForScope","List portfolios for scope"
"/api/portfolios/\{scope\}/\{code\}","delete","DeletePortfolio","Delete portfolio"
"/api/portfolios/\{scope\}/\{code\}","get","GetPortfolio","Get portfolio"
"/api/portfolios/\{scope\}/\{code\}","put","UpdatePortfolio","Update portfolio"
"/api/portfolios/\{scope\}/\{code\}/commands","get","GetPortfolioCommands","[EARLY ACCESS] Get portfolio commands"
"/api/portfolios/\{scope\}/\{code\}/metadata","get","GetPortfolioMetadata","[EXPERIMENTAL] Get access metadata rules for a portfolio"
"/api/portfolios/\{scope\}/\{code\}/metadata/\{metadataKey\}","delete","DeleteKeyFromPortfolioAccessMetadata","[EXPERIMENTAL] Delete a Portfolio Access Metadata Rule"
"/api/portfolios/\{scope\}/\{code\}/metadata/\{metadataKey\}","get","GetPortfoliosAccessMetadataByKey","[EXPERIMENTAL] Get an entry identified by a metadataKey in the access metadata object"
"/api/portfolios/\{scope\}/\{code\}/metadata/\{metadataKey\}","put","UpsertPortfolioAccessMetadata","[EXPERIMENTAL] Upsert a Portfolio Access Metadata Rule associated with specific metadataKey. This creates or updates the data in LUSID."
"/api/portfolios/\{scope\}/\{code\}/properties","delete","DeletePortfolioProperties","Delete portfolio properties"
"/api/portfolios/\{scope\}/\{code\}/properties","get","GetPortfolioProperties","Get portfolio properties"
"/api/portfolios/\{scope\}/\{code\}/properties","post","UpsertPortfolioProperties","Upsert portfolio properties"
"/api/portfolios/\{scope\}/\{code\}/properties/time-series","get","GetPortfolioPropertyTimeSeries","[EXPERIMENTAL] Get portfolio property time series"
"/api/portfolios/\{scope\}/\{code\}/relations","get","GetPortfolioRelations","[EXPERIMENTAL] Get portfolio relations"
"/api/portfolios/\{scope\}/\{code\}/relationships","get","GetPortfolioRelationships","[EXPERIMENTAL] Get portfolio relationships"
"/api/portfolios/\{scope\}/\{code\}/returns/\{returnScope\}/\{returnCode\}","get","GetPortfolioReturns","[EXPERIMENTAL] Get Returns"
"/api/portfolios/\{scope\}/\{code\}/returns/\{returnScope\}/\{returnCode\}","post","UpsertPortfolioReturns","[EXPERIMENTAL] Upsert Returns"
"/api/portfolios/\{scope\}/\{code\}/returns/\{returnScope\}/\{returnCode\}/aggregated","get","GetPortfolioAggregateReturns","[EXPERIMENTAL] Aggregate Returns"
"/api/propertydefinitions","get","GetMultiplePropertyDefinitions","Get multiple property definitions"
"/api/propertydefinitions","post","CreatePropertyDefinition","Create property definition"
"/api/propertydefinitions/derived","post","CreateDerivedPropertyDefinition","[EXPERIMENTAL] Create derived property definition"
"/api/propertydefinitions/\{domain\}/\{scope\}/\{code\}","delete","DeletePropertyDefinition","Delete property definition"
"/api/propertydefinitions/\{domain\}/\{scope\}/\{code\}","get","GetPropertyDefinition","Get property definition"
"/api/propertydefinitions/\{domain\}/\{scope\}/\{code\}","put","UpdatePropertyDefinition","Update property definition"
"/api/quotes/\{scope\}","get","ListQuotesForScope","[EARLY ACCESS] List quotes for scope"
"/api/quotes/\{scope\}","post","UpsertQuotes","[EARLY ACCESS] Upsert quotes"
"/api/quotes/\{scope\}/$delete","post","DeleteQuotes","[EARLY ACCESS] Delete quotes"
"/api/quotes/\{scope\}/$deprecated","get","ListQuotes","[DEPRECATED] List quotes"
"/api/quotes/\{scope\}/$get","post","GetQuotes","[EARLY ACCESS] Get quotes"
"/api/recipes","get","ListConfigurationRecipes","[EXPERIMENTAL] List the set of Configuration Recipes"
"/api/recipes","post","UpsertConfigurationRecipe","[EXPERIMENTAL] Upsert a Configuration Recipe. This creates or updates the data in Lusid."
"/api/recipes/\{scope\}/\{code\}","delete","DeleteConfigurationRecipe","[EXPERIMENTAL] Delete a Configuration Recipe, assuming that it is present."
"/api/recipes/\{scope\}/\{code\}","get","GetConfigurationRecipe","[EXPERIMENTAL] Get Configuration Recipe"
"/api/referenceportfolios/\{scope\}","post","CreateReferencePortfolio","Create reference portfolio"
"/api/referenceportfolios/\{scope\}/\{code\}/constituents","get","GetReferencePortfolioConstituents","Get reference portfolio constituents"
"/api/referenceportfolios/\{scope\}/\{code\}/constituents","post","UpsertReferencePortfolioConstituents","Upsert reference portfolio constituents"
"/api/referenceportfolios/\{scope\}/\{code\}/constituentsadjustments","get","ListConstituentsAdjustments","List constituents adjustments"
"/api/relationdefinitions","post","CreateRelationDefinition","[EXPERIMENTAL] Create a relation definition"
"/api/relationdefinitions/\{scope\}/\{code\}","get","GetRelationDefinition","[EXPERIMENTAL] Get relation definition"
"/api/relations/\{scope\}/\{code\}","post","CreateRelation","[EXPERIMENTAL] Create Relation"
"/api/relations/\{scope\}/\{code\}/$delete","post","DeleteRelation","[EXPERIMENTAL] Delete a relation"
"/api/relationshipdefinitions","post","CreateRelationshipDefinition","[EXPERIMENTAL] Create Relationship Definition"
"/api/relationshipdefinitions/\{scope\}/\{code\}","get","GetRelationshipDefinition","[EXPERIMENTAL] Get relationship definition"
"/api/relationshipdefinitions/\{scope\}/\{code\}","put","UpdateRelationshipDefinition","[EXPERIMENTAL] Update Relationship Definition"
"/api/relationshipdefinitions/\{scope\}/\{code\}/relationships","post","CreateRelationship","[EXPERIMENTAL] Create Relationship"
"/api/relationshipdefinitions/\{scope\}/\{code\}/relationships/$delete","post","DeleteRelationship","[EXPERIMENTAL] Delete Relationship"
"/api/results/queryable/keys","get","GetQueryableKeys","[EXPERIMENTAL] Query the set of supported ""addresses"" that can be queried from the aggregation endpoint."
"/api/schemas/entities","get","ListEntities","[BETA] List entities"
"/api/schemas/entities/\{entity\}","get","GetEntitySchema","[BETA] Get schema"
"/api/schemas/properties","get","GetPropertySchema","[BETA] Get property schema"
"/api/schemas/types","get","GetValueTypes","[BETA] Get value types"
"/api/scopes","get","ListScopes","[EARLY ACCESS] List Scopes"
"/api/search/instruments","post","InstrumentsSearch","[EXPERIMENTAL] Instruments search"
"/api/search/portfoliogroups","get","SearchPortfolioGroups","[EARLY ACCESS] Search Portfolio Groups"
"/api/search/portfolios","get","SearchPortfolios","[EARLY ACCESS] Search Portfolios"
"/api/search/propertydefinitions","get","SearchProperties","[EARLY ACCESS] Search Property Definitions"
"/api/structured/\{scope\}","post","UpsertStructuredMarketData","[EXPERIMENTAL] Upsert a set of structured market data items. This creates or updates the data in Lusid."
"/api/structured/\{scope\}/$delete","post","DeleteStructuredMarketData","[EXPERIMENTAL] Delete one or more items of structured market data, assuming they are present."
"/api/structured/\{scope\}/$get","post","GetStructuredMarketData","[EXPERIMENTAL] Get structured market data"
"/api/systemconfiguration/cutlabels","get","ListCutLabelDefinitions","[EARLY ACCESS] List Existing Cut Labels"
"/api/systemconfiguration/cutlabels","post","CreateCutLabelDefinition","[EARLY ACCESS] Create a Cut Label"
"/api/systemconfiguration/cutlabels/\{code\}","delete","DeleteCutLabelDefinition","[EARLY ACCESS] Delete a Cut Label"
"/api/systemconfiguration/cutlabels/\{code\}","get","GetCutLabelDefinition","[EARLY ACCESS] Get a Cut Label"
"/api/systemconfiguration/cutlabels/\{code\}","put","UpdateCutLabelDefinition","[EARLY ACCESS] Update a Cut Label"
"/api/systemconfiguration/transactions","get","ListConfigurationTransactionTypes","[EARLY ACCESS] List transaction types"
"/api/systemconfiguration/transactions","put","SetConfigurationTransactionTypes","[EXPERIMENTAL] Set transaction types"
"/api/systemconfiguration/transactions/side","post","CreateSideDefinition","[EXPERIMENTAL] Create side definition"
"/api/systemconfiguration/transactions/type","post","CreateConfigurationTransactionType","[EARLY ACCESS] Create transaction type"
"/api/transactionportfolios/\{scope\}","post","CreatePortfolio","Create portfolio"
"/api/transactionportfolios/\{scope\}/\{code\}/$resolve","post","ResolveInstrument","[EARLY ACCESS] Resolve instrument"
"/api/transactionportfolios/\{scope\}/\{code\}/a2b","get","GetA2BData","[EXPERIMENTAL] Get an A2B report for the given portfolio."
"/api/transactionportfolios/\{scope\}/\{code\}/cashflows","get","GetPortfolioCashFlows","[EXPERIMENTAL] Get portfolio cash flows"
"/api/transactionportfolios/\{scope\}/\{code\}/cashstatement","get","GetPortfolioCashStatement","[EARLY ACCESS] Get portfolio cash statement"
"/api/transactionportfolios/\{scope\}/\{code\}/details","get","GetDetails","Get details"
"/api/transactionportfolios/\{scope\}/\{code\}/details","post","UpsertPortfolioDetails","Upsert portfolio details"
"/api/transactionportfolios/\{scope\}/\{code\}/executions","delete","CancelExecutions","[EARLY ACCESS] Cancel executions"
"/api/transactionportfolios/\{scope\}/\{code\}/executions","post","UpsertExecutions","[EARLY ACCESS] Upsert executions"
"/api/transactionportfolios/\{scope\}/\{code\}/holdings","delete","CancelAdjustHoldings","Cancel adjust holdings"
"/api/transactionportfolios/\{scope\}/\{code\}/holdings","get","GetHoldings","Get holdings"
"/api/transactionportfolios/\{scope\}/\{code\}/holdings","post","AdjustHoldings","Adjust holdings"
"/api/transactionportfolios/\{scope\}/\{code\}/holdings","put","SetHoldings","Set holdings"
"/api/transactionportfolios/\{scope\}/\{code\}/holdingsWithOrders","get","GetHoldingsWithOrders","[EXPERIMENTAL] Get holdings with orders"
"/api/transactionportfolios/\{scope\}/\{code\}/holdingsadjustments","get","ListHoldingsAdjustments","List holdings adjustments"
"/api/transactionportfolios/\{scope\}/\{code\}/holdingsadjustments/\{effectiveAt\}","get","GetHoldingsAdjustment","Get holdings adjustment"
"/api/transactionportfolios/\{scope\}/\{code\}/transactions","delete","CancelTransactions","Cancel transactions"
"/api/transactionportfolios/\{scope\}/\{code\}/transactions","get","GetTransactions","Get transactions"
"/api/transactionportfolios/\{scope\}/\{code\}/transactions","post","UpsertTransactions","Upsert transactions"
"/api/transactionportfolios/\{scope\}/\{code\}/transactions/$build","post","BuildTransactions","Build transactions"
"/api/transactionportfolios/\{scope\}/\{code\}/transactions/\{transactionId\}/properties","delete","DeletePropertiesFromTransaction","Delete properties from transaction"
"/api/transactionportfolios/\{scope\}/\{code\}/transactions/\{transactionId\}/properties","post","UpsertTransactionProperties","Upsert transaction properties"
"/api/transactionportfolios/\{scope\}/\{code\}/upsertablecashflows","get","GetUpsertablePortfolioCashFlows","[EXPERIMENTAL] Get upsertable portfolio cash flows."
"/api/unitresults/datamap/\{scope\}","post","CreateDataMap","[EXPERIMENTAL] Upsert a set of structured result address definition maps. This creates or updates the data in Lusid."
"/api/unitresults/datamap/\{scope\}/$get","post","GetDataMap","[EXPERIMENTAL] Get the result address definition maps from the store"
"/api/unitresults/\{scope\}","post","UpsertStructuredResultData","[EXPERIMENTAL] Upsert a set of structured result data items. This creates or updates the data in Lusid."
"/api/unitresults/\{scope\}/$delete","post","DeleteStructuredResultData","[EXPERIMENTAL] Delete one or more items of structured result data, assuming they are present."
"/api/unitresults/\{scope\}/$get","post","GetStructuredResultData","[EXPERIMENTAL] Get structured result data"
